ExternalReference,climatezone,dac,age,gender,income,education,race,ideology,born_us,employment,home_type,household_numpeople,home_own,home_area,home_age,charging_work,rangeanxiety,vehicle_next_used,vehicle_num,primary_heating_type,primary_cooling_type,hotwater_energy,hotwater_nextelec,heatpump_direct,therm_summer,therm_winter,ac_unit_number,kitchen_range_type,induction_direct,heating_cost_burden,elec_savemoney,elec_health,elec_safety,upfrontpayback,lowincome_sup,outage_impact,outage_generatorown,outage_generatorplan,elec_avail,hvac_avail,ccinsure_lost,solstor_wtp_dv,ev_wtp_pc,heatpump_wtp_pc,induction_dv,PV,PS,EV,HP,IC,yale_worried,cclive,ccpastmove,ccfuturemove,homevac,ccmove_where,charging_access,charging_5mile_r,charging_5mile_f,previous_heating_type,electrification,peer_EV,peer_IC,peer_HP,peer_PV,cost_combo_winter_final,cost_combo_summer_final,vehicle_comb_miles,ccinsure_both,pid_composite,future_EV_0,future_EV_low,future_EV_high,future_PV,future_PS_0,future_PS_low,future_PS_high,future_HP_0,future_HP_low,future_HP_high,future_IC_0,future_IC_low,future_IC_high,wt_ca,tractid
ZIRQU,7,0,50,Female,187500,graduate,White,4,1,1,SF,3,1,1250,Older,0,150,1,3,Gas,Room,Gas,0,0,7,1,2,Gas,0,3,2,3,2,0,0,2,0,2,3,3,0,20000,20000,NA,NA,0,0,0,0,0,3,3,1,3,1,1,none,0,0,Gas,Half_elec,neighbor,peer,peer,neighbor,150,150,10000,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1.42898094809369,06073017606
XHJEG,9,1,40,Female,112500,college,Non-hispanic other,2,1,0,SF,5,1,1250,Older,0,350,1,2,Gas,Central,Gas,1,0,6,7,NA,Gas,0,3,1,3,3,1,0,3,0,3,3,3,0,20000,8000,NA,NA,0,0,1,0,0,3,2,2,2,3,1,own,0,0,Gas,Full_elec,peer,none,none,none,NA,NA,27500,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0.401363957222255,06037183610
WSVSI,9,1,60,Female,NA,college,Asian,2,0,0,SF,2,1,1250,Older,0,NA,0,2,Gas,Central,Gas,0,0,5,4,NA,Gas,0,1,NA,NA,NA,0,0,2,0,2,4,4,0,NA,15000,15000,NA,0,0,0,0,0,1,2,1,2,1,0,potential,1,0,Gas,Half_elec,peer,none,none,none,NA,NA,17500,1,7,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0.730915831313715,06037128220
LYYAY,9,0,50,Female,162500,graduate,Asian,4,0,0,SF,5,1,1750,BrandNew,1,450,0,2,Gas,Central,Gas,0,1,6,5,NA,Gas,0,3,4,4,2,1,0,2,0,2,3,3,0,NA,4000,2000,0,0,0,0,0,0,2,3,1,4,1,1,potential,1,1,Gas,Full_elec,peer,none,none,peer,225,250,22500,1,NA,0,0,0,1,NA,NA,NA,0,1,1,0,0,0,0.708415660699369,06037106649
VIUNX,10,0,40,Female,225000,college,Asian,6,1,0,SF,4,1,3250,BrandNew,0,250,1,2,Not know,Central,Gas,0,0,6,3,NA,Gas,0,4,4,3,2,0,0,3,0,2,3,3,0,7500,4000,NA,NA,1,0,1,0,0,3,2,1,1,2,0,own,1,1,Not know,No_prefer,neighbor,none,peer,neighbor,250,250,20000,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0.922292749827017,06073020043
DWWSV,2,0,30,Female,162500,some college,Hispanic,4,1,0,SF,4,1,2750,Older,0,450,0,4,Other,None,Gas,0,0,7,3,NA,Gas,0,5,1,2,1,0,0,1,0,1,4,4,0,NA,20000,20000,NA,0,0,0,0,0,4,3,3,3,3,1,none,0,0,Other,Full_fossil,none,none,none,none,NA,NA,32500,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59399035036578,06097152201
MMONR,3,1,70,Female,65000,some college,Hispanic,6,1,0,SF,2,1,1250,Older,0,250,0,3,None,None,Gas,0,0,7,1,NA,Gas,0,3,NA,3,2,0,1,2,1,2,3,3,0,5000,20000,NA,NA,1,1,0,0,0,4,2,1,1,1,0,none,0,0,None,Half_elec,none,none,none,neighbor,NA,NA,15000,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.592427603305927,06001436601
AFLAW,6,0,70,Male,187500,college,Hispanic,6,1,0,SF,3,1,1750,Older,0,350,0,3,Gas,Central,Gas,0,1,7,3,NA,Gas,0,3,2,3,2,0,0,2,0,3,4,4,0,3000,4000,NA,500,1,0,0,0,0,3,1,1,1,1,0,potential,1,0,Gas,Half_elec,none,none,none,neighbor,NA,NA,7500,1,1,0,0,0,1,0,1,1,NA,NA,NA,0,0,0,0.646304687868609,06111001507
FZMCI,9,0,40,Male,225000,graduate,Hispanic,6,1,1,SF,2,1,3250,Older,1,250,0,2,Gas,Central,Gas,1,1,5,1,NA,Gas,0,3,2,4,3,0,0,4,0,3,2,2,0,15000,4000,NA,NA,0,0,1,0,0,4,4,1,1,2,0,own,1,1,Gas,Half_elec,neighbor,none,none,none,300,150,17500,1,1,1,1,1,1,0,0,0,NA,NA,NA,0,0,0,0.708100477221918,06037463103
BZDPC,15,0,70,Female,225000,some college,White,4,1,0,SF,2,1,4250,BrandNew,0,350,1,3,Not know,Room,Gas,0,1,4,2,1,Gas,1,4,1,3,2,0,0,2,0,2,4,4,0,10000,6000,NA,500,0,0,1,0,0,3,1,1,1,1,0,own,1,1,Not know,Half_elec,peer,peer,none,neighbor,NA,450,25000,1,5,1,1,1,0,0,0,1,NA,NA,NA,0,0,1,0.80482277376585,06065044918
DLSCJ,8,1,50,Female,25000,HS,Hispanic,4,0,1,SF,6,0,1250,Older,0,150,0,2,Gas,None,Gas,NA,NA,7,1,NA,Gas,NA,2,1,4,1,1,0,2,0,3,2,3,0,NA,6000,NA,NA,0,0,0,0,0,4,4,3,4,1,0,none,0,0,Gas,Full_fossil,peer,none,none,none,NA,NA,17500,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3.02157101982649,06037535200
DCNFF,6,0,60,Female,225000,graduate,White,6,1,1,SF,4,1,4750,BrandNew,0,250,1,4,Gas,Central,Gas,0,1,7,4,NA,Gas,1,4,2,3,2,1,0,4,0,4,3,3,0,NA,0,0,NA,1,0,1,0,0,4,2,1,4,3,1,own,1,1,Gas,Half_elec,neighbor,none,peer,neighbor,500,75,20000,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,0.49824316264302,06111005801
QDIIS,13,0,30,Male,112500,some college,Hispanic,1,1,1,SF,5,0,1250,BrandNew,0,450,0,2,Gas,Central,Gas,NA,NA,5,5,NA,Elec,NA,4,3,3,2,0,0,2,0,1,3,4,0,NA,20000,NA,NA,0,0,0,0,0,1,1,1,1,1,1,none,1,0,Gas,No_prefer,none,peer,peer,peer,450,NA,15000,1,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2.89105698765778,06019005701
APJMU,9,0,40,Male,225000,graduate,Asian,4,0,1,SF,4,1,2750,BrandNew,0,350,1,2,Gas,Central,Gas,1,1,5,3,NA,Gas,0,5,2,3,2,1,0,1,0,1,3,3,0,30000,15000,NA,NA,1,1,1,0,0,3,4,1,3,3,1,own,1,1,Gas,Half_elec,neighbor,none,none,neighbor,187.5,75,7500,1,NA,1,1,1,1,1,1,1,NA,NA,NA,0,0,0,0.791086482333061,06037920121
FYEVY,14,1,50,Female,25000,HS,Hispanic,1,1,1,SF,6,1,250,BrandNew,0,NA,1,3,Not know,Central,Elec,1,0,3,4,NA,Elec,0,5,5,5,3,1,1,4,0,4,4,NA,1,NA,NA,0,NA,0,0,0,0,0,2,3,1,2,2,0,none,0,0,Not know,Full_elec,peer,peer,peer,none,NA,NA,2500,1,7,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0.827786131898322,06071009708
KGUGK,7,0,30,Male,45000,HS,Hispanic,5,1,1,SF,2,0,1250,Older,1,250,0,4,Gas,None,Gas,NA,NA,7,4,NA,Gas,NA,3,2,3,2,0,1,2,0,2,3,4,0,NA,10000,NA,NA,1,0,0,0,0,4,3,1,2,1,0,none,1,0,Gas,Half_elec,peer,peer,none,neighbor,87.5,150,7500,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,3.30089262524954,06073019404
HAOSZ,10,0,50,Female,187500,graduate,White,7,1,1,SF,2,0,2250,BrandNew,0,NA,0,2,Gas,Central,Gas,NA,NA,5,1,NA,Gas,NA,4,1,5,3,1,0,3,0,2,3,3,0,NA,8000,NA,NA,0,0,0,0,0,4,4,3,3,2,0,none,0,0,Gas,Full_elec,peer,peer,none,peer,112.5,450,7500,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.907546992099376,06071002039
WXEHU,11,0,80,Male,35000,some college,White,1,1,0,SF,2,0,750,Newer,0,NA,1,3,Gas,Other,Gas,NA,NA,7,2,NA,Gas,NA,5,1,3,2,0,1,1,0,1,4,4,0,NA,20000,NA,NA,0,0,0,0,0,1,2,1,1,1,1,none,0,0,Gas,No_prefer,none,none,none,none,150,37.5,7500,0,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.80433384021794,06089011401
LCHVA,9,0,70,Male,112500,college,White,2,1,0,SF,1,1,2250,BrandNew,0,450,1,1,Gas,Central,Gas,0,0,6,3,NA,Gas,0,2,1,3,2,1,0,4,1,2,3,3,0,NA,15000,8000,NA,0,0,0,0,0,3,2,1,1,3,1,none,0,0,Gas,Full_fossil,neighbor,none,none,neighbor,300,250,6250,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36311704107522,06111008304
KDUKX,8,1,40,Female,25000,some college,Hispanic,5,0,1,SF,3,0,750,Older,0,350,0,2,Gas,None,Gas,NA,NA,7,3,NA,Gas,NA,3,2,3,2,0,1,1,0,2,1,NA,0,NA,NA,NA,NA,0,0,0,0,0,3,1,1,1,1,0,none,0,0,Gas,Half_elec,peer,none,none,none,NA,NA,7500,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2.89785183187906,06037222600
NGHLW,9,0,40,Male,95000,some college,Multirace,4,1,1,SF,4,1,1750,Older,0,150,1,2,Gas,Central,Gas,0,1,7,4,NA,Gas,0,2,1,3,2,0,1,3,0,2,4,4,0,NA,20000,4000,1000,0,0,0,0,0,3,1,1,1,1,0,none,0,0,Gas,No_prefer,peer,peer,peer,peer,325,350,7500,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0.791212208920273,06037403801
OXUMF,4,0,70,Male,137500,graduate,White,4,1,0,SF,2,1,2750,Older,0,350,1,2,Gas,Central,Gas,1,1,5,4,NA,Elec,1,3,2,3,3,0,0,3,0,2,2,2,0,NA,6000,2000,NA,1,0,0,0,0,4,3,1,1,1,0,none,0,0,Gas,Full_elec,peer,peer,peer,neighbor,NA,NA,27500,1,1,0,0,0,1,NA,NA,NA,0,1,1,NA,NA,NA,0.536727160756426,06085507500
JPOZJ,13,0,70,Male,137500,college,White,2,1,1,SF,2,1,3250,BrandNew,0,350,1,2,Other,Central,Other,0,1,5,2,NA,Elec,1,3,1,2,2,0,1,4,1,3,1,2,1,5000,20000,NA,0,0,0,0,0,1,2,1,1,1,3,1,potential,1,0,Other,Full_fossil,peer,peer,none,peer,500,350,20000,1,5,0,0,0,1,0,1,1,NA,NA,NA,1,1,1,0.348478169062412,06039000111
SKIET,7,1,50,Female,112500,some college,Hispanic,3,0,0,SF,3,1,1750,Older,1,150,0,3,Other,Room,Gas,0,0,7,1,1,Gas,0,5,1,3,2,0,0,1,0,2,4,4,0,5000,12500,NA,NA,1,0,0,0,0,3,4,1,1,1,0,potential,1,0,Other,Half_elec,neighbor,none,none,neighbor,225,75,25000,1,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0.804072665601729,06073012303
EVLJN,10,0,40,Male,225000,graduate,White,7,1,1,SF,3,1,2250,BrandNew,1,250,0,2,Gas,Central,Gas,0,0,4,4,NA,Gas,0,5,3,4,3,1,0,1,0,2,4,4,0,NA,10000,4000,NA,0,0,0,0,0,4,2,1,1,1,0,potential,1,1,Gas,Half_elec,peer,none,peer,neighbor,225,350,33750,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.633536557918042,06065042017
FYQQI,8,0,50,Male,85000,less than HS,White,5,1,0,SF,3,0,1750,BrandNew,0,150,0,1,Gas,Central,Elec,NA,NA,1,7,NA,Elec,NA,5,2,4,1,0,0,1,0,4,4,4,0,NA,10000,NA,NA,1,1,0,0,0,1,1,1,1,1,1,none,0,0,Gas,Half_elec,none,none,none,none,NA,NA,11250,0,NA,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,1.4009680362417,06037553201
MIFWT,14,0,30,Female,95000,college,White,6,1,1,SF,2,1,1250,BrandNew,0,350,0,2,Elec,Other,Gas,1,0,6,1,NA,Gas,1,4,3,4,3,1,0,2,0,3,2,2,0,NA,2000,4000,NA,1,0,0,0,0,4,4,1,3,3,1,potential,0,1,Elec,Half_elec,peer,peer,peer,peer,50,75,22500,1,1,0,0,0,1,NA,NA,NA,0,0,0,NA,NA,NA,0.454658828690931,06029005408
SBRVA,12,1,40,Male,112500,graduate,White,6,1,1,SF,3,0,1250,BrandNew,0,350,0,3,Gas,Central,Gas,NA,NA,3,2,NA,Elec,NA,3,1,3,3,0,0,2,0,2,3,4,0,NA,10000,NA,NA,0,0,0,0,0,4,4,1,3,1,1,none,0,0,Gas,Half_elec,peer,none,none,none,150,250,17500,1,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.514188720387404,06099003003
QHIIJ,9,0,40,Male,225000,graduate,White,6,0,1,SF,5,1,1750,BrandNew,0,250,0,3,Gas,Central,Gas,1,1,7,3,NA,Gas,0,5,2,3,3,1,0,1,0,2,3,3,0,NA,8000,2000,NA,1,0,1,0,0,4,4,1,3,2,1,own,0,1,Gas,Half_elec,neighbor,none,none,neighbor,300,37.5,30000,1,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0.483134821914017,06111007403
CRWYX,13,0,30,Female,162500,college,Hispanic,3,1,1,SF,4,1,2750,BrandNew,0,450,1,2,Other,Central,Other,1,1,5,5,NA,Other,1,1,5,3,2,0,0,1,0,4,4,4,1,35000,15000,NA,NA,1,0,0,0,0,1,1,1,1,1,1,none,0,0,Other,Half_elec,peer,none,none,peer,NA,12.5,20000,1,6,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0.660984811645038,06019006411
IQIXN,10,0,70,Female,225000,college,Multirace,3,1,0,SF,2,1,3250,BrandNew,0,450,1,2,Not know,Central,Gas,0,0,4,4,NA,Gas,0,3,1,2,2,0,0,4,1,2,3,3,0,NA,20000,20000,NA,1,0,1,0,0,1,1,1,1,2,NA,own,0,0,Not know,Full_fossil,none,none,none,neighbor,NA,750,15000,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0.345230980344781,06071008502
YOQKJ,10,0,40,Male,225000,graduate,White,6,1,1,SF,2,1,1250,Older,0,350,1,2,Elec,Central,Elec,1,1,5,1,NA,Elec,1,3,3,3,3,0,0,1,0,2,4,4,0,NA,10000,10000,NA,0,0,0,1,0,4,2,1,1,1,0,potential,0,0,Not know,Half_elec,peer,none,none,neighbor,NA,NA,27500,1,1,0,0,1,1,NA,NA,NA,1,1,1,NA,NA,NA,0.633536557918042,06073013905
EFWCA,12,0,80,Female,137500,graduate,White,6,1,0,SF,1,1,1750,BrandNew,0,350,1,1,Gas,Central,Gas,1,1,6,1,NA,Gas,1,4,4,4,3,0,0,2,0,1,3,3,0,NA,2000,2000,NA,1,0,0,0,0,4,1,1,2,1,1,potential,0,1,Gas,Full_elec,neighbor,peer,peer,neighbor,75,150,6250,1,1,0,1,1,1,NA,NA,NA,0,1,1,NA,NA,NA,0.455010085746616,06113010608
ZLGYM,14,0,30,Female,162500,college,White,4,1,0,SF,3,1,1750,BrandNew,0,NA,1,2,Gas,Central,Gas,0,0,4,2,NA,Gas,0,3,3,3,3,0,0,2,0,2,1,NA,0,NA,20000,20000,1200,0,0,0,0,0,3,3,2,3,1,1,none,0,0,Gas,Half_elec,none,none,none,none,NA,NA,17500,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454658828690931,06071009726
QXENX,9,1,40,Male,55000,some college,Hispanic,4,1,1,SF,3,0,750,Older,0,NA,1,3,None,None,Other,NA,NA,7,1,NA,Gas,NA,5,2,3,2,0,0,2,0,3,4,3,0,NA,20000,NA,NA,0,0,0,0,0,1,1,1,1,1,0,none,0,0,None,Full_fossil,none,none,none,none,NA,NA,10000,0,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3.30089262524954,06037530902
RCSOA,7,1,50,Female,95000,some college,Asian,4,0,1,SF,4,1,1750,Older,1,NA,1,4,Not know,Central,Gas,0,0,4,4,NA,Gas,1,4,4,3,2,0,0,1,0,3,4,4,0,NA,20000,20000,NA,1,0,0,0,0,3,3,1,2,1,0,potential,0,0,Not know,Full_fossil,none,none,none,peer,37.5,37.5,17500,1,4,0,0,0,1,NA,NA,NA,0,0,0,NA,NA,NA,0.901064440346623,06073010110
LAPAJ,7,0,40,Male,187500,some college,Hispanic,7,1,1,SF,5,1,2250,BrandNew,0,150,0,2,Gas,Central,Gas,1,1,5,4,NA,Elec,1,5,2,4,3,1,0,1,0,1,4,4,0,NA,0,0,NA,1,1,1,0,1,4,1,1,1,2,0,own,1,1,Gas,Full_elec,neighbor,none,none,neighbor,NA,NA,2500,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2.06803654368354,06073018521
NPFMP,8,0,40,Male,225000,graduate,Asian,5,1,1,SF,4,1,3750,BrandNew,1,350,1,2,Gas,Central,Gas,0,0,5,5,NA,Gas,0,5,4,3,2,1,0,1,0,1,2,2,0,5000,4000,NA,NA,1,1,1,0,0,3,3,1,2,2,0,own,1,1,Gas,Half_elec,neighbor,peer,none,neighbor,50,12.5,20000,1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0.658675677234824,06059052439
BGMPB,2,0,70,Male,NA,some college,White,4,1,0,SF,2,1,1750,BrandNew,0,350,1,2,Gas,Central,Gas,0,1,7,1,NA,Gas,0,2,1,3,NA,1,0,2,1,2,2,2,1,NA,2000,2000,500,0,0,0,0,0,3,3,1,1,2,1,potential,0,0,Gas,Full_fossil,neighbor,none,none,neighbor,350,250,17500,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1.12320953576642,06097152701
ERQWM,10,0,30,Female,95000,some college,White,2,1,0,SF,5,0,2250,BrandNew,0,250,0,3,Gas,Central,Gas,NA,NA,6,3,NA,Gas,NA,4,3,3,2,0,0,1,0,1,3,3,0,NA,20000,NA,NA,0,0,0,0,0,3,2,1,1,1,1,none,0,0,Gas,Half_elec,peer,none,none,peer,350,250,17500,1,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2.27725008772266,06073017067
GWRWE,12,0,70,Male,162500,college,Black,5,1,1,SF,1,1,1250,BrandNew,1,250,0,1,Gas,Central,Gas,1,1,4,3,NA,Gas,1,5,4,3,2,1,0,1,0,2,3,4,0,10000,6000,NA,NA,1,0,0,0,0,4,3,1,4,1,1,none,1,1,Gas,Full_elec,peer,none,peer,neighbor,75,150,13750,1,2,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0.707089386200939,06113010310
QQSUD,3,1,60,Male,225000,graduate,White,7,1,1,SF,4,1,2250,Older,0,150,0,2,Gas,None,Gas,1,1,3,3,NA,Elec,1,3,4,4,3,1,0,2,0,2,3,3,0,10000,20000,NA,0,0,0,0,0,1,4,1,1,2,1,1,none,0,0,Gas,Full_elec,peer,peer,none,neighbor,650,350,17500,1,2,0,0,0,1,0,0,1,NA,NA,NA,1,1,1,0.324885007475238,06041129000
NQGTO,3,0,50,Female,225000,graduate,Asian,4,0,1,SF,4,1,1250,Older,1,150,0,2,Elec,Central,Gas,0,1,4,5,NA,Gas,1,3,2,4,3,1,0,2,1,2,2,2,1,NA,0,0,NA,0,0,1,1,0,4,4,1,3,1,0,own,1,1,Gas,No_prefer,neighbor,neighbor,neighbor,neighbor,NA,NA,7500,1,3,1,1,1,0,0,0,0,1,1,1,NA,NA,NA,1.15004954495996,06001421400
CCSXR,13,0,40,Female,75000,college,White,3,1,0,SF,7,0,2250,BrandNew,0,350,0,2,Gas,Central,Gas,NA,NA,6,2,NA,Gas,NA,4,1,3,2,1,1,2,0,2,4,3,0,NA,20000,NA,NA,1,0,0,0,0,2,1,1,1,1,NA,potential,0,0,Gas,Full_fossil,neighbor,peer,none,neighbor,NA,NA,15000,0,6,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0.617332370190671,06029003817
DMHEQ,10,0,70,Female,35000,college,Black,4,1,0,SF,4,1,1750,BrandNew,1,450,1,4,Gas,Central,Gas,0,0,4,1,NA,Gas,0,5,3,3,2,1,0,1,0,1,4,4,0,NA,15000,20000,NA,0,0,0,0,0,3,1,1,1,1,0,potential,1,1,Gas,No_prefer,peer,peer,peer,neighbor,50,37.5,2500,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613157048479458,06065043506
XUAAI,6,1,30,Female,112500,college,White,5,1,1,SF,4,1,1750,BrandNew,1,350,1,2,Gas,Central,Gas,0,0,5,3,NA,Gas,0,5,1,3,2,1,0,1,0,2,4,3,0,NA,0,0,NA,0,0,0,0,0,3,3,1,1,1,1,potential,0,0,Gas,No_prefer,neighbor,peer,none,neighbor,150,150,36250,1,3,1,1,1,1,NA,NA,NA,0,0,0,0,0,0,0.321777092943009,06111002302
IUDXV,3,1,60,Female,35000,some college,White,3,1,0,SF,4,1,1250,Older,0,350,0,4,Gas,None,Gas,0,1,7,3,NA,Elec,0,1,2,3,3,1,1,1,1,1,4,4,0,NA,20000,10000,NA,0,0,0,0,0,3,4,1,2,1,0,potential,0,1,Gas,Half_elec,peer,none,none,peer,NA,NA,20000,1,7,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0.523167159320008,06013364002
PWGNJ,4,0,40,Female,225000,college,White,7,1,0,SF,4,1,2750,Older,0,250,0,1,Gas,Central,Elec,1,1,6,2,NA,Gas,1,5,4,4,3,1,0,2,0,2,3,4,0,NA,0,0,NA,1,0,0,0,0,4,1,1,1,1,0,none,1,1,Gas,Full_elec,none,peer,peer,peer,150,75,8750,1,1,1,1,1,1,0,0,0,1,1,1,NA,NA,NA,0.649577659293054,06085509500
NTUJG,13,1,80,Female,NA,HS,Hispanic,3,0,0,SF,1,1,1250,BrandNew,0,NA,1,2,Not know,Central,Gas,0,0,5,4,NA,Gas,0,5,5,3,2,0,0,2,0,2,4,4,0,NA,NA,NA,NA,0,0,0,0,0,1,1,1,3,1,0,none,1,0,Not know,No_prefer,peer,peer,none,peer,250,250,5000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642266669028769,06019003808
BAUPV,7,0,30,Male,137500,graduate,White,6,1,1,SF,4,0,2250,Older,1,350,1,4,Gas,Room,Gas,NA,NA,7,3,2,Gas,NA,5,4,2,3,0,0,2,0,2,3,3,0,NA,4000,NA,NA,1,0,0,0,0,4,2,1,1,1,0,potential,0,0,Gas,Half_elec,neighbor,none,none,neighbor,150,75,32500,1,3,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1.12368584406075,06073017403
QJVMG,12,1,40,Female,35000,college,Asian,4,0,1,SF,5,0,1250,BrandNew,0,350,0,2,Not know,Central,Gas,NA,NA,6,2,NA,Elec,NA,3,2,3,2,0,1,2,0,3,2,2,0,NA,4000,NA,NA,0,0,0,0,0,3,2,1,2,1,0,potential,0,0,Not know,No_prefer,peer,none,none,none,300,250,22500,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.733194741801709,06067007202
HJPYX,6,1,80,Male,187500,graduate,White,5,0,0,SF,2,1,1750,Older,0,350,1,2,Gas,Central,Gas,0,1,4,4,NA,Elec,0,5,2,3,3,1,0,2,0,2,3,3,1,NA,6000,6000,NA,0,0,0,0,0,4,1,1,2,1,0,potential,0,0,Gas,No_prefer,peer,none,peer,neighbor,300,250,20000,1,3,0,0,0,1,NA,NA,NA,0,0,1,0,0,0,0.17467257252533,06111002200
TQHED,16,0,50,Female,187500,graduate,White,6,1,1,SF,2,1,2750,BrandNew,0,NA,1,2,Gas,Central,Gas,0,0,7,3,NA,Gas,0,3,2,3,2,0,0,3,0,3,3,3,0,NA,10000,10000,NA,0,0,0,0,0,3,1,1,1,1,0,potential,0,0,Gas,Half_elec,none,none,none,peer,225,250,17500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419892601784633,06071008602
RYFBH,10,0,30,Female,55000,some college,Non-hispanic other,4,1,1,SF,5,0,2250,Older,0,450,1,4,Elec,Room,Gas,NA,NA,1,4,3,Gas,NA,3,2,3,1,1,0,2,0,3,2,2,0,NA,15000,NA,NA,0,0,0,0,0,4,4,1,3,1,0,none,0,0,Elec,No_prefer,none,none,none,none,NA,NA,32500,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.77664563351973,06071000120
LFCWP,12,0,60,Male,225000,graduate,White,2,0,1,SF,3,1,2750,Newer,0,250,1,2,Gas,Central,Gas,0,1,7,1,NA,Gas,1,1,2,3,3,0,0,3,0,2,2,2,0,NA,10000,15000,1000,1,0,1,0,0,3,2,1,1,1,1,own,1,0,Gas,Half_elec,none,none,none,none,350,350,20000,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0.590736426525916,06113011208
UOZUX,9,0,80,Male,112500,college,White,2,1,0,SF,2,1,2750,Older,0,450,1,4,Gas,Central,Gas,0,0,7,2,NA,Gas,0,3,3,3,2,NA,1,3,0,2,2,3,0,NA,20000,20000,NA,0,0,0,0,0,1,1,1,1,2,0,potential,0,0,Gas,No_prefer,neighbor,none,none,neighbor,225,250,5000,1,4,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,0.401765887973714,06111007405
MGPZG,8,0,50,Male,225000,graduate,Asian,3,1,1,SF,2,1,1750,BrandNew,1,150,1,1,Gas,Central,Gas,0,0,7,5,NA,Gas,1,3,2,4,3,0,0,2,0,1,3,3,0,NA,15000,10000,NA,0,0,0,0,0,3,3,1,3,2,0,potential,1,1,Gas,Full_elec,none,none,none,none,300,250,13750,1,6,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.681963763199177,06059062654
MXVJF,9,0,50,Male,112500,graduate,Asian,5,0,1,MF,2,0,750,BrandNew,1,150,1,2,Gas,Central,Gas,NA,NA,4,5,NA,Gas,NA,5,1,3,2,1,0,2,0,2,3,3,0,NA,4000,NA,NA,0,0,0,0,0,2,1,1,1,1,1,none,0,0,Gas,No_prefer,neighbor,none,none,peer,87.5,150,12500,1,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3.30089262524954,06037125200
HGXQZ,7,0,50,Male,225000,graduate,Asian,4,1,1,SF,4,1,2750,BrandNew,0,350,0,3,Gas,None,Gas,0,0,7,2,NA,Gas,0,5,4,3,2,1,0,2,0,2,4,4,0,NA,2000,20000,NA,0,0,0,0,0,4,2,1,2,3,0,own,1,0,Gas,Half_elec,neighbor,none,none,neighbor,350,150,15000,1,3,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,1.07196876881913,06073008327
JVFGS,10,1,30,Female,112500,college,White,6,1,1,SF,2,0,1750,BrandNew,0,250,1,1,Gas,Central,Gas,NA,NA,5,2,NA,Gas,NA,4,2,4,3,1,0,2,0,1,4,4,0,NA,0,NA,NA,1,0,0,0,0,4,1,1,1,1,0,none,1,0,Gas,Half_elec,neighbor,none,none,none,112.5,12.5,11250,1,3,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0.699084514375943,06065046404
